date,levels
2023-09-27,"8800.320839822152,8826.93185251768,8925.195868714925,9001.875758133297,9024.553789004842,9051.842852644882,9074.646763426606,9102.087301632468,9125.017791051345,9148.006048246727,9175.668415280788,9198.784274372798,9226.600188083701,9249.844357357611,9301.187861716016"
2023-09-29,"8801.242557678886,8826.002234088604,8925.739441795906,9001.281292321597,9048.365345951433,9073.82022877445,9099.346721334116,9124.945025083112,9150.615342040846,9176.35787479505,9198.480534730492,9224.35772195814,9250.307706950192,9298.694372139522"
2023-10-02,"8801.242557678886,8826.002234088604,8925.739441795906,9001.281292321597,9048.365345951433,9073.82022877445,9099.346721334116,9124.945025083112,9150.615342040846,9176.35787479505,9198.480534730492,9224.35772195814,9250.307706950192,9298.694372139522"
2023-10-03,"8801.242557678886,8826.002234088604,8925.739441795906,9001.281292321597,9048.365345951433,9073.82022877445,9099.346721334116,9124.945025083112,9150.615342040846,9176.35787479505,9198.480534730492,9224.35772195814,9250.307706950192,9298.694372139522"
2023-10-04,"8801.578014192317,8825.449694715857,8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-05,"8825.449694715857,8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-06,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-09,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-10,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-11,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-12,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-13,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-16,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-17,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-18,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-19,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-20,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-23,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-24,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-25,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-26,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-27,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-30,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-10-31,"8925.038350699979,9001.337322183832,9025.750790824717,9050.230473787957,9074.776550660343,9099.389201515742,9124.068606916419,9148.814947914356,9173.628406052594,9198.509163366549,9223.457402385355,9248.473306133203,9298.708842396138"
2023-11-01,"8923.385455498366,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-02,"8848.300430134863,8923.385455498366,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-03,"8848.300430134863,8923.385455498366,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-06,"8848.300430134863,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-07,"8848.300430134863,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-08,"8848.300430134863,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-09,"8848.300430134863,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-10,"8848.300430134863,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-13,"8848.300430134863,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-14,"8848.300430134863,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-15,"8848.300430134863,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-16,"8848.300430134863,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-17,"8848.300430134863,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-20,"8848.300430134863,8875.889545302502,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-21,"8848.300430134863,8875.889545302502,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-22,"8848.300430134863,8875.889545302502,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-23,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-11-24,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-11-27,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-11-28,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-11-29,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-11-30,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-01,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-04,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-05,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-06,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-07,"8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-08,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8975.126208890937,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-11,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8923.385455498366,8975.126208890937,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-12,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8923.385455498366,8975.126208890937,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-13,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-14,"8750.466060714534,8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-15,"8750.466060714534,8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-18,"8750.466060714534,8848.300430134863,8875.889545302502,8923.385455498366,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9300.200796560046"
2023-12-19,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8951.208686746091,8975.126208890937,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-12-20,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8951.208686746091,8975.126208890937,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-12-21,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8951.208686746091,8975.126208890937,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-12-22,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8951.208686746091,8975.126208890937,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-12-27,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8951.208686746091,8975.126208890937,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-12-28,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8951.208686746091,8975.126208890937,8999.107638367806,9023.153145936323,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2023-12-29,"8750.466060714534,8824.720881886018,8848.300430134863,8875.889545302502,8899.605815605675,8923.385455498366,8951.208686746091,8975.126208890937,8999.107638367806,9051.287454133031,9075.472385542813,9099.721938798964,9124.036286570281,9148.41560198693,9176.9404801415,9201.461154928216,9226.047348663573,9250.699236413413,9300.200796560046"
2024-01-02,"8750.990325074486,8823.434485572523,8851.76890424388,8876.12795791436,8900.554044909155,8925.047349696293,8949.608057251435,8974.236353059276,8998.932423114939,9048.528632510835,9073.429146406148,9098.398183662266,9123.435932847626,9148.542583049584,9173.718323875844,9198.963345455884,9224.2778384424,9249.661994012742,9300.640060246242,9399.134658499452"
2024-01-03,"8750.990325074486,8823.434485572523,8851.76890424388,8876.12795791436,8900.554044909155,8925.047349696293,8949.608057251435,8974.236353059276,8998.932423114939,9048.528632510835,9073.429146406148,9098.398183662266,9123.435932847626,9148.542583049584,9173.718323875844,9198.963345455884,9224.2778384424,9249.661994012742,9300.640060246242,9351.89908412323,9399.134658499452"
2024-01-04,"8751.308410744068,8823.68213393044,8849.368449487438,8875.129539588315,8900.965621906656,8926.87691474971,8948.527269206983,8974.577017114761,9000.702597541751,9048.797181947943,9075.138822127048,9101.55714454285,9123.631150959012,9150.190637714322,9176.827440871954,9199.084000336758,9225.863135269481,9248.238621003224,9302.161447860955,9351.866855196196,9401.83785967595"
2024-01-05,"8749.050116379516,8824.54111258262,8848.26536796071,8876.818680750406,8924.612440889947,8948.605732098738,8972.66352784785,9001.618272943428,9050.083967701587,9074.414581668218,9098.810607047393,9123.27221969382,9147.799595934974,9177.319504339392,9201.992183499651,9226.73119369444,9251.536713250815,9301.347996154915,9351.427468440032,9401.776574067044"
2024-01-08,"8749.050116379516,8824.54111258262,8848.26536796071,8876.818680750406,8900.683481269814,8924.612440889947,8948.605732098738,8972.66352784785,9001.618272943428,9050.083967701587,9074.414581668218,9098.810607047393,9123.27221969382,9147.799595934974,9177.319504339392,9201.992183499651,9226.73119369444,9251.536713250815,9301.347996154915,9351.427468440032,9401.776574067044"
2024-01-09,"8751.415539090012,8825.635300467315,8850.514835871885,8875.464506882661,8900.484511212471,8925.575047131491,8950.736313468828,8975.96850961409,9001.271835518959,9052.092679234198,9072.501267326532,9098.076719835488,9123.724269746446,9149.44412030255,9201.10153918911,9227.03951687704,9247.842535083386,9300.0555077351,9352.5632728752,9400.073684501082"
2024-01-10,"8751.415539090012,8825.635300467315,8850.514835871885,8875.464506882661,8900.484511212471,8925.575047131491,8975.96850961409,9001.271835518959,9052.092679234198,9072.501267326532,9098.076719835488,9123.724269746446,9149.44412030255,9201.10153918911,9227.03951687704,9247.842535083386,9300.0555077351,9352.5632728752,9400.073684501082"
2024-01-11,"8751.415539090012,8825.635300467315,8850.514835871885,8875.464506882661,8925.575047131491,8975.96850961409,9001.271835518959,9052.092679234198,9072.501267326532,9098.076719835488,9123.724269746446,9149.44412030255,9201.10153918911,9227.03951687704,9247.842535083386,9300.0555077351,9352.5632728752,9400.073684501082,9576.35275241092"
2024-01-12,"8751.410935885879,8825.457077329205,8852.053685866542,8873.388670679005,8926.951370832954,9002.482768993208,9051.37579962506,9073.191185305022,9100.53437127551,9122.468237639929,9149.95992611395,9199.653914142293,9227.378211217167,9249.617793237494,9299.853029194326,9350.361095768383,9401.14347471932,9572.418405243807"
2024-01-15,"8749.298094091393,8824.916291314627,8852.080884087776,8873.872750372355,8923.100796695542,9000.221131221917,9050.150098565757,9072.429567470952,9122.759113045355,9150.840516663575,9201.605049074918,9224.257366587448,9252.65119908699,9298.26323714204,9349.845601036543,9401.71411947379,9576.696300757814"
2024-01-16,"8749.298094091393,8852.080884087776,8873.872750372355,8923.100796695542,9000.221131221917,9050.150098565757,9072.429567470952,9122.759113045355,9201.605049074918,9224.257366587448,9298.26323714204,9349.845601036543,9401.71411947379,9576.696300757814"
2024-01-17,"8752.4434665405,8851.866777280075,8874.11377197864,8924.37415373138,8997.475452320483,9048.434518506054,9076.869717551715,9122.552019868846,9197.2766322183,9226.179575725297,9249.367313778019,9301.753021704115,9401.514669065615,9574.171923638045"
2024-01-18,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9048.434518506054,9076.869717551715,9122.552019868846,9197.2766322183,9249.367313778019,9301.753021704115,9401.514669065615,9574.171923638045"
2024-01-19,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9048.434518506054,9076.869717551715,9122.552019868846,9197.2766322183,9249.367313778019,9301.753021704115,9401.514669065615,9574.171923638045"
2024-01-22,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9048.434518506054,9076.869717551715,9122.552019868846,9197.2766322183,9249.367313778019,9301.753021704115,9401.514669065615,9574.171923638045,9622.35706123081"
2024-01-23,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9048.434518506054,9076.869717551715,9197.2766322183,9249.367313778019,9301.753021704115,9401.514669065615,9574.171923638045,9622.35706123081"
2024-01-24,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9048.434518506054,9076.869717551715,9197.2766322183,9249.367313778019,9301.753021704115,9401.514669065615,9574.171923638045,9622.35706123081"
2024-01-25,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9048.434518506054,9076.869717551715,9197.2766322183,9301.753021704115,9401.514669065615,9574.171923638045,9622.35706123081"
2024-01-26,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9401.514669065615,9574.171923638045,9622.35706123081"
2024-01-29,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9401.514669065615,9574.171923638045,9622.35706123081"
2024-01-30,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9401.514669065615,9574.171923638045"
2024-01-31,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9401.514669065615,9550.169915381075"
2024-02-01,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9401.514669065615,9550.169915381075,9701.17567467609"
2024-02-02,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9550.169915381075,9701.17567467609"
2024-02-05,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9574.171923638045,9701.17567467609"
2024-02-06,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9574.171923638045,9622.35706123081,9701.17567467609"
2024-02-07,"8752.4434665405,8874.11377197864,8924.37415373138,8997.475452320483,9076.869717551715,9197.2766322183,9301.753021704115,9574.171923638045,9622.35706123081,9701.17567467609"
2024-02-12,"8747.280280552552,8873.870388037789,8926.183779674227,9002.292499848843,9073.122557668641,9198.418776873032,9301.115253584976,9572.273598427388,9622.41776610477,9698.126970926864"
2024-02-13,"8747.280280552552,8873.870388037789,8926.183779674227,9002.292499848843,9073.122557668641,9198.418776873032,9301.115253584976,9572.273598427388,9622.41776610477,9698.126970926864"
2024-02-15,"8747.131864750816,8872.666145005944,8927.016562648976,9000.00202786211,9073.584207340866,9197.560473442625,9573.247717175065,9625.35615260093,9697.468685666692"
2024-02-16,"8751.800450803636,8873.873769167098,8925.781099404267,8997.64981088903,9076.712176905556,9203.31748303581,9572.867635137683,9621.846317427213,9699.319615196533"
2024-02-19,"8751.800450803636,8873.873769167098,8925.781099404267,8997.64981088903,9076.712176905556,9203.31748303581,9572.867635137683,9621.846317427213,9699.319615196533"
2024-02-20,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9200.17864710473,9574.33462904168,9625.850444688986,9699.925670616523"
2024-02-21,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9200.17864710473,9574.33462904168,9625.850444688986,9699.925670616523"
2024-02-22,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9200.17864710473,9574.33462904168,9625.850444688986,9699.925670616523"
2024-02-23,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9221.361535037306,9574.33462904168,9625.850444688986,9699.925670616523"
2024-02-26,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9221.361535037306,9574.33462904168,9625.850444688986,9699.925670616523"
2024-02-27,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9574.33462904168,9625.850444688986,9699.925670616523,9872.469217796133"
2024-02-28,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9574.33462904168,9625.850444688986,9699.925670616523,9872.469217796133"
2024-02-29,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9574.33462904168,9625.850444688986,9699.925670616523,9872.469217796133"
2024-03-01,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9574.33462904168,9625.850444688986,9699.925670616523,9872.469217796133"
2024-03-04,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9200.17864710473,9574.33462904168,9625.850444688986,9699.925670616523,9872.469217796133"
2024-03-05,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9200.17864710473,9574.33462904168,9625.850444688986,9699.925670616523,9872.469217796133"
2024-03-06,"8752.977925412322,8874.595493235243,8922.346281471448,8997.90286685103,9074.099283662177,9200.17864710473,9574.33462904168,9625.850444688986,9699.925670616523,9872.469217796133"
2024-03-07,"8748.681219871189,8878.166479558417,8921.752718985303,9075.996565223422,9202.811620586293,9570.52388733497,9625.36244391428,9704.248763485162,9872.020803495447"
2024-03-08,"8750.946894190303,8875.080348590785,8926.704512831286,9000.974654095464,9075.862722599808,9204.605155280873,9327.442293157406,9570.123613922204,9625.79067425766,9697.83866242533,9876.23442087274,9950.156953034088"
2024-03-13,"8750.946894190303,8875.080348590785,8926.704512831286,9000.974654095464,9075.862722599808,9204.605155280873,9327.442293157406,9570.123613922204,9625.79067425766,9697.83866242533,9876.23442087274,9999.745776163283"
2024-03-14,"8750.65685889802,8871.458489708655,8928.401897751333,9068.219375116447,9201.81179980118,9345.910836534817,9570.674422747968,9623.305893776302,9702.796284782813,9872.772193014529,9999.920071571605"
2024-03-15,"8750.65685889802,8871.458489708655,8928.401897751333,9068.219375116447,9201.81179980118,9345.910836534817,9570.674422747968,9623.305893776302,9702.796284782813,9872.772193014529,9999.920071571605,10147.23825100169"
2024-03-18,"8750.65685889802,8871.458489708655,8928.401897751333,9068.219375116447,9201.81179980118,9337.37229949545,9570.674422747968,9623.305893776302,9702.796284782813,9872.772193014529,9999.920071571605,10147.23825100169"
2024-03-19,"8750.65685889802,8871.458489708655,8928.401897751333,9068.219375116447,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,9999.920071571605,10147.23825100169"
2024-03-20,"8750.65685889802,8871.458489708655,9068.219375116447,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,9999.920071571605,10147.23825100169"
2024-03-21,"8750.65685889802,8871.458489708655,9059.93454035076,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,9999.920071571605,10137.967611556389"
2024-03-22,"8750.65685889802,8871.458489708655,9059.93454035076,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,9999.920071571605,10137.967611556389"
2024-03-25,"8750.65685889802,8871.458489708655,9059.93454035076,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,10137.967611556389"
2024-03-26,"8750.65685889802,8871.458489708655,9059.93454035076,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,10137.967611556389"
2024-03-27,"8750.65685889802,8871.458489708655,9059.93454035076,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,10137.967611556389"
2024-03-28,"8750.65685889802,8871.458489708655,9051.657274710195,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,10137.967611556389"
2024-04-01,"8750.65685889802,8871.458489708655,9051.657274710195,9201.81179980118,9337.37229949545,9570.674422747968,9702.796284782813,9872.772193014529,10137.967611556389"
